0,1
6.41,4.7660989
3.41,4.7636589
6.41,4.8393589
6.41,5.0029789
6.41,5.0176289
6.41,5.0566989
6.41,5.1543789
6.41,5.3619489
6.41,5.4254389
6.41,5.5695189
6.41,5.6818489
3.41,5.7428989
3.41,5.8039489
3.41,5.9187289
3.41,5.8210489
3.41,5.4474189
3.41,5.0615889
3.41,4.6293489
3.41,4.2679389
3.41,4.0115189
3.41,3.8503489
6.41,3.7111589
3.41,3.5695189
3.41,3.5182389
6.41,3.6525489
6.41,3.8186089
6.41,3.8625589
6.41,4.0115189
6.41,4.3534089
3.41,4.7050489
3.41,5.0835589
3.41,5.3448589
3.41,5.2740389
3.41,5.1275189
3.41,4.7612189
3.41,4.4510889
3.41,4.2215389
3.41,4.0457089
3.41,3.8747689
3.41,3.7306889
3.41,3.6623189
3.41,3.5768489
3.41,3.5426589
3.41,3.4791689
3.41,3.4547489
3.41,3.3595089
3.41,3.2984589
3.41,3.2251989
3.41,3.2007789
6.41,3.2251989
6.41,3.2276389
6.41,3.2740389
3.41,3.4571889
3.41,3.8674489
3.41,4.3216589
3.41,4.4925989
3.41,4.4315489
3.41,4.2435189
6.41,4.0505989
3.41,3.8576789
3.41,3.7306889
3.41,3.7917389
3.41,3.9211689
3.41,3.9553589
6.41,3.8479089
6.41,3.7258089
6.41,3.6110389
6.41,3.7160389
6.41,4.0921089
6.41,4.4803889
6.41,4.8149389
6.41,5.0542589
6.41,5.3033389
6.41,5.4864889
3.41,5.6720889
3.41,5.7795289
3.41,5.7990689
3.41,5.6647589
3.41,5.2911289
3.41,4.8808789
3.41,4.5585289
3.41,4.1849089
3.41,3.8894189
6.41,3.7087189
6.41,3.6232489
6.41,3.5695189
3.41,3.7184789
3.41,4.0334989
3.41,4.4120089
3.41,4.6293489
6.41,4.5585289
6.41,4.3949189
6.41,4.1800189
6.41,4.1971189
6.41,4.4315489
6.41,4.7148189
6.41,4.9614589
3.41,5.3008989
3.41,5.5670789
3.41,5.6818489
3.41,5.5450989
3.41,5.1885689
3.41,4.8833189
3.41,4.6000489
3.41,4.2703789
3.41,4.0383889
3.41,3.8381389
3.41,3.7111589
3.41,3.5914989
3.41,3.5353289
3.41,3.4864889
3.41,3.4767289
3.41,3.4254389
3.41,3.3814889
3.41,3.3692789
3.41,3.3643889
3.41,3.3472989
3.41,3.3814889
6.41,3.4205589
6.41,3.4132289
6.41,3.4523089
6.41,3.6354589
6.41,4.0383889
6.41,4.3753789
6.41,4.7270289
3.41,5.0566989
3.41,5.2984589
3.41,5.5328889
6.41,5.4669589
6.41,5.1958989
6.41,4.8857589
6.41,4.7636589
6.41,4.8759889
6.41,5.0420489
6.41,5.2838089
6.41,5.4913789
6.41,5.5963789
6.41,5.6720889
6.41,5.7722089
6.41,5.8308189
6.41,5.9333789
6.41,5.8991889
6.41,5.9358189
6.41,5.8943089
6.41,5.9187289
6.41,5.9944289
6.41,5.9577989
6.41,6.0310589
6.41,6.0628089
6.41,6.0408289
3.41,6.0969989
6.41,6.1238589
6.41,6.1629289
6.41,6.0408289
6.41,5.8454689
6.41,5.7722089
6.41,5.7990689
6.41,5.9236089
6.41,5.9284989
3.41,6.0017589
3.41,6.0017589
6.41,6.0603689
6.41,5.8820989
6.41,5.5109089
3.41,5.3228789
3.41,5.3717189
3.41,5.4547489
3.41,5.4376489
6.41,5.1592689
6.41,4.9028589
6.41,4.5878389
6.41,4.5023689
6.41,4.5951589
6.41,4.8247089
6.41,5.0640289
3.41,5.2715989
3.41,5.4669589
3.41,5.6159189
3.41,5.5280089
3.41,5.2544989
3.41,4.8833189
3.41,4.5170189
6.41,4.1971189
3.41,4.0017589
3.41,3.8063989
3.41,3.9040789
3.41,3.9236089
6.41,3.8698889
6.41,3.8063989
6.41,3.7209289
6.41,3.8186089
6.41,4.1409489
6.41,4.5292289
6.41,4.8051789
6.41,5.0860089
6.41,5.3399689
6.41,5.5328889
6.41,5.5768489
6.41,5.6671989
6.41,5.7917389
6.41,5.8503489
3.41,5.9236089
3.41,5.9211689
3.41,5.9773389
6.41,5.7404589
6.41,5.3888089
6.41,5.0005389
6.41,4.8491289
6.41,4.9443689
6.41,5.1739189
6.41,5.3692789
6.41,5.4474189
6.41,5.6037089
6.41,5.7306889
6.41,5.8503489
3.41,5.9797789
6.41,5.9919889
6.41,6.0847889
3.41,5.9407089
3.41,5.8039489
3.41,5.7917389
3.41,5.6037089
6.41,5.2642689
3.41,4.9468089
3.41,4.6195789
3.41,4.5145789
3.41,4.4339889
6.41,4.2850289
6.41,4.1214189
6.41,3.9455889
6.41,3.9846589
6.41,4.2190989
6.41,4.5463189
6.41,4.8735489
6.41,5.1543789
6.41,5.3888089
6.41,5.6134789
3.41,5.8356989
3.41,5.8845389
3.41,5.9553589
3.41,5.7624389
3.41,5.4596289
3.41,5.0615889
3.41,4.7074989
3.41,4.4584089
3.41,4.2679389
6.41,4.0530389
6.41,3.9431489
3.41,3.8259289
3.41,3.9675689
3.41,4.2801489
3.41,4.4803889
3.41,4.4925989
3.41,4.3900389
3.41,4.1971189
3.41,4.1116489
6.41,3.9822189
6.41,3.8674489
6.41,3.7673189
6.41,3.8723289
3.41,4.2361889
3.41,4.6635389
3.41,4.9712289
3.41,5.0664689
3.41,4.9028589
6.41,4.6757489
6.41,4.3924789
6.41,4.0994389
6.41,4.1140889
6.41,4.3265389
6.41,4.6439989
6.41,4.9712289
6.41,5.1592689
6.41,5.3888089
6.41,5.5768489
6.41,5.6525489
3.41,5.8039489
6.41,5.9138389
6.41,5.8869789
6.41,5.7990689
6.41,5.7306889
6.41,5.7624389
6.41,5.8137189
3.41,5.8210489
3.41,5.9284989
3.41,6.0139689
3.41,5.7648789
3.41,5.4132289
6.41,5.0982189
6.41,4.6781889
6.41,4.3729389
3.41,4.3924789
3.41,4.5902789
3.41,4.9199489
6.41,5.0176289
6.41,4.8588989
6.41,4.6757489
6.41,4.6195789
6.41,4.8344789
6.41,5.0908889
6.41,5.3765989
6.41,5.6818489
6.41,5.8234889
6.41,5.9529189
6.41,6.0628089
6.41,6.0896689
6.41,6.0750189
3.41,6.0261789
6.41,5.9944289
6.41,6.0774589
6.41,5.8576789
6.41,5.7013889
6.41,5.7306889
3.41,5.7844189
3.41,5.8234889
3.41,5.8943089
3.41,5.7624389
3.41,5.4156789
6.41,4.9614589
6.41,4.5951589
6.41,4.3314289
6.41,4.2972389
3.41,4.5829489
3.41,4.8613389
3.41,5.1739189
3.41,5.1665889
3.41,4.9199489
3.41,4.6073689
6.41,4.3704989
6.41,4.1824689
3.41,4.0383889
3.41,4.1458389
3.41,4.4315489
6.41,4.5560889
6.41,4.4803889
6.41,4.3753789
3.41,4.3704989
3.41,4.5585289
6.41,4.8588989
6.41,4.8955289
6.41,4.7416789
6.41,4.7441289
6.41,4.8759889
6.41,5.1055389
6.41,5.2398489
6.41,5.5182389
6.41,5.6525489
6.41,5.7233689
6.41,5.8552389
6.41,5.9626789
6.41,5.9846589
6.41,5.9846589
6.41,6.0554789
3.41,6.0628089
3.41,6.0554789
3.41,6.0701289
6.41,5.7844189
6.41,5.4400989
6.41,5.0566989
6.41,4.9419289
6.41,5.0102989
6.41,5.1348489
3.41,5.3131089
3.41,5.4791689
3.41,5.6232489
3.41,5.5621989
3.41,5.3302089
3.41,5.0102989
3.41,4.6659789
6.41,4.4144589
3.41,4.2019989
3.41,4.0481589
3.41,4.0798989
3.41,4.1897889
6.41,4.1311789
6.41,4.0041989
6.41,3.9162889
6.41,3.9602389
6.41,4.1995589
6.41,4.6244689
6.41,4.8833189
6.41,5.1372889
6.41,5.3790489
3.41,5.6232489
3.41,5.7624389
6.41,5.8332589
6.41,5.6867389
6.41,5.3668389
6.41,5.2251989
6.41,5.2398489
6.41,5.3546289
6.41,5.5084689
6.41,5.5963789
6.41,5.7526689
3.41,5.8747689
3.41,5.9065189
3.41,5.8943089
6.41,5.7428989
6.41,5.4474189
3.41,5.0249589
3.41,4.8833189
3.41,4.8857589
3.41,4.8930889
3.41,4.7148189
3.41,4.4510889
3.41,4.2337489
3.41,4.0432689
3.41,3.8649989
3.41,3.7575589
3.41,3.6696389
3.41,3.5939389
3.41,3.5475389
3.41,3.5060289
3.41,3.4547489
3.41,3.3985789
6.41,3.3619489
3.41,3.3399689
3.41,3.3741589
3.41,3.5206789
3.41,3.7135989
6.41,3.7575589
3.41,3.7795289
3.41,3.6965089
3.41,3.7770889
6.41,3.8869789
6.41,3.9040789
3.41,3.8503489
6.41,3.9651289
6.41,4.2825889
6.41,4.5218989
6.41,4.7148189
6.41,4.9712289
6.41,5.2203189
6.41,5.5328889
6.41,5.6525489
6.41,5.7819789
6.41,5.9553589
6.41,6.0359389
6.41,6.1189689
6.41,6.1336289
6.41,6.1531589
3.41,6.1922289
3.41,6.1433889
6.41,6.1678089
6.41,5.9919889
3.41,5.6525489
3.41,5.4596289
3.41,5.4376489
3.41,5.3399689
3.41,5.0982189
3.41,4.7856389
3.41,4.4925989
3.41,4.2361889
3.41,4.0676889
3.41,3.9333789
3.41,3.8234889
3.41,3.7306889
3.41,3.6110389
3.41,3.5646389
3.41,3.5499889
6.41,3.5573089
6.41,3.5133589
6.41,3.5157989
3.41,3.6940589
3.41,4.0725789
3.41,4.4803889
3.41,4.7050489
3.41,4.6122589
3.41,4.3851489
3.41,4.2019989
3.41,4.0261789
6.41,3.9040789
6.41,3.7746489
6.41,3.6916189
6.41,3.8454689
6.41,4.2019989
6.41,4.5853989
6.41,4.9028589
6.41,5.2569489
6.41,5.5109089
6.41,5.6403389
3.41,5.8430289
3.41,5.9748889
3.41,5.9358189
3.41,5.8210489
3.41,5.5280089
6.41,5.1714789
6.41,4.8100589
6.41,4.4535289
6.41,4.3802689
6.41,4.5658589
6.41,4.8051789
6.41,5.1250789
6.41,5.3546289
6.41,5.5890589
3.41,5.7648789
6.41,5.9236089
3.41,5.9407089
3.41,5.8576789
3.41,5.6940589
